时间 Time(s),目标纬度 t_loc_lat(deg),目标经度 t_loc_lon(deg),目标高度 t_loc_alt(m),目标北向 t_loc_G_N(m),目标天向 t_loc_G_U(m),目标东向 t_loc_G_E(m),目北速反算 t_vel_G_N(m),目天速反算 t_vel_G_U(m),目东速反算 t_vel_G_E(m),目标北速 t_vel_G_N(m),目标天速 t_vel_G_U(m),目标东速 t_vel_G_E(m),导弹纬度 m_loc_lat(deg),导弹经度 m_loc_lon(deg),导弹高度 m_loc_alt(m),导弹北向 m_loc_G_N(m),导弹天向 m_loc_G_U(m),导弹东向 m_loc_G_E(m),俯仰角 m_theta(deg),弹道倾角 m_gamma(deg),攻角 m_alpha(deg),偏航角 m_psi(deg),弹道偏角 m_psis(deg),侧滑角 m_beta(deg),升力 lift_force(N),阻力 drag_force(N),侧力 side_force(N),相对北向 rel_loc_N(m),相对天向 rel_loc_U(m),相对东向 rel_loc_E(m),北向速度 m_vel_N_N(m/s),天向速度 m_vel_N_U(m/s),东向速度 m_vel_N_E(m/s),地系速 m_vel_G_s(m/s),导系速 m_vel_N_s(m/s),弹目距 mt_dist(m),质量 m_mass(kg),推力 m_thrust(N),方向舵 delta_r(deg),升降舵 delta_e(deg),法向过载 overload_N(-),视线角V lambda_v(deg),视线角速V lambda_v_dot(deg/s),视线角H lambda_h(deg),视线角速H lambda_h_dot(deg/s),制导阶段 guidance_phase(-),命中时间 impact_time_est(s),马赫数 m_mach(-)
25.28,20.4124,120.014,32252.8,45852.8,32252.8,1422.53,49.9987,10,-150.398,50,10,-150,20.2052,119.993,23913.9,22821.6,23913.9,-690.196,25.4158,17.4432,7.97267,19.586,4.95224,14.6337,1547.7,456.87,-1195.08,23041.9,8342.2,2110.01,1041.48,328.494,-90.3204,1095.84,1095.78,24596.2,139.052,0,-3.11847,0.961202,1.13787,16.1495,0.086504,-6.68285,-0.0677527,2,49.9243,3.71418
25.29,20.4124,120.014,32252.9,45853.3,32252.9,1421.03,49.9987,10,-150.398,50,10,-150,20.2053,119.993,23917.2,22832,23917.2,-691.1,25.4161,17.4444,7.97172,19.5205,4.95649,14.5641,1546.53,456.544,-1188.71,23032,8339.01,2109.41,1041.4,328.499,-90.3918,1095.78,1095.72,24585.8,139.052,0,-3.11124,0.962163,1.13732,16.1495,0.0865047,-6.68285,-0.0679523,2,49.9244,3.71398
25.3,20.4124,120.014,32253,45853.8,32253,1419.53,49.9987,10,-150.398,50,10,-150,20.2054,119.993,23920.5,22842.5,23920.5,-692.004,25.4165,17.4457,7.97082,19.4547,4.96072,14.4939,1545.39,456.22,-1182.31,23022.1,8335.83,2108.81,1041.33,328.504,-90.4627,1095.72,1095.66,24575.4,139.052,0,-3.10394,0.963111,1.13677,16.1495,0.0865058,-6.68285,-0.0681513,2,49.9245,3.71378
25.31,20.4124,120.014,32253.1,45854.3,32253.1,1418.02,49.9987,10,-150.398,50,10,-150,20.2055,119.993,23923.7,22852.9,23923.7,-692.909,25.4169,17.4469,7.96997,19.3883,4.96493,14.4234,1544.25,455.899,-1175.88,23012.2,8332.64,2108.21,1041.26,328.508,-90.5332,1095.66,1095.6,24564.9,139.052,0,-3.09658,0.964046,1.13624,16.1495,0.0865073,-6.68285,-0.0683497,2,49.9246,3.71357
25.32,20.4124,120.014,32253.2,45854.8,32253.2,1416.52,49.9987,10,-150.398,50,10,-150,20.2056,119.993,23927,22863.3,23927,-693.816,25.4173,17.4482,7.96918,19.3215,4.96912,14.3524,1543.12,455.58,-1169.43,23002.2,8329.46,2107.61,1041.19,328.513,-90.6033,1095.6,1095.54,24554.5,139.052,0,-3.08916,0.964969,1.13571,16.1495,0.0865092,-6.68285,-0.0685474,2,49.9247,3.71337
25.33,20.4124,120.014,32253.3,45855.3,32253.3,1415.01,49.9987,10,-150.398,50,10,-150,20.2057,119.993,23930.3,22873.7,23930.3,-694.722,25.4178,17.4494,7.96844,19.2543,4.97329,14.281,1542,455.264,-1162.95,22992.3,8326.27,2107.01,1041.12,328.517,-90.673,1095.54,1095.48,24544.1,139.052,0,-3.08167,0.96588,1.13519,16.1495,0.0865115,-6.68285,-0.0687444,2,49.9247,3.71316
25.34,20.4124,120.014,32253.4,45855.8,32253.4,1413.51,49.9987,10,-150.398,50,10,-150,20.2058,119.993,23933.6,22884.1,23933.6,-695.63,25.4184,17.4506,7.96775,19.1866,4.97743,14.2092,1540.9,454.95,-1156.44,22982.4,8323.09,2106.42,1041.05,328.521,-90.7423,1095.48,1095.42,24533.7,139.052,0,-3.07412,0.966779,1.13467,16.1495,0.0865141,-6.68285,-0.0689408,2,49.9248,3.71296
25.35,20.4124,120.014,32253.5,45856.3,32253.5,1412.01,49.9987,10,-150.398,50,10,-150,20.2059,119.993,23936.9,22894.5,23936.9,-696.538,25.419,17.4519,7.96712,19.1184,4.98155,14.1369,1539.81,454.638,-1149.91,22972.5,8319.9,2105.82,1040.98,328.525,-90.8111,1095.42,1095.36,24523.3,139.052,0,-3.06651,0.967665,1.13417,16.1495,0.0865172,-6.68285,-0.0691366,2,49.9249,3.71276
25.36,20.4124,120.013,32253.6,45856.8,32253.6,1410.5,49.9987,10,-150.398,50,10,-150,20.206,119.993,23940.2,22904.9,23940.2,-697.447,25.4196,17.4531,7.96654,19.0498,4.98565,14.0642,1538.72,454.329,-1143.34,22962.6,8316.72,2105.23,1040.91,328.529,-90.8795,1095.36,1095.3,24512.9,139.052,0,-3.05884,0.968539,1.13368,16.1495,0.0865206,-6.68285,-0.0693316,2,49.9249,3.71255
25.37,20.4124,120.013,32253.7,45857.3,32253.7,1409,49.9987,10,-150.398,50,10,-150,20.2061,119.993,23943.5,22915.3,23943.5,-698.356,25.4203,17.4543,7.96602,18.9808,4.98972,13.9911,1537.65,454.022,-1136.75,22952.7,8313.53,2104.63,1040.84,328.533,-90.9475,1095.3,1095.24,24502.5,139.052,0,-3.0511,0.9694,1.13319,16.1495,0.0865244,-6.68285,-0.069526,2,49.925,3.71235
25.38,20.4124,120.013,32253.8,45857.8,32253.8,1407.5,49.9987,10,-150.398,50,10,-150,20.2062,119.993,23946.7,22925.7,23946.7,-699.266,25.421,17.4555,7.96556,18.9113,4.99377,13.9175,1536.59,453.718,-1130.14,22942.8,8310.35,2104.04,1040.77,328.537,-91.0151,1095.24,1095.18,24492,139.052,0,-3.0433,0.97025,1.13271,16.1495,0.0865286,-6.68285,-0.0697197,2,49.925,3.71214
25.39,20.4124,120.013,32253.9,45858.3,32253.9,1405.99,49.9987,10,-150.398,50,10,-150,20.2063,119.993,23950,22936.2,23950,-700.177,25.4218,17.4567,7.96515,18.8413,4.9978,13.8435,1535.55,453.416,-1123.49,22932.9,8307.16,2103.44,1040.7,328.54,-91.0822,1095.18,1095.12,24481.6,139.052,0,-3.03544,0.971087,1.13224,16.1495,0.0865332,-6.68285,-0.0699128,2,49.9251,3.71194
25.4,20.4124,120.013,32254,45858.8,32254,1404.49,49.9987,10,-150.398,50,10,-150,20.2064,119.993,23953.3,22946.6,23953.3,-701.089,25.4226,17.4579,7.96479,18.7709,5.0018,13.7691,1534.51,453.117,-1116.82,22923,8303.98,2102.85,1040.63,328.544,-91.1489,1095.12,1095.06,24471.2,139.052,0,-3.02751,0.971912,1.13178,16.1495,0.0865381,-6.68285,-0.0701051,2,49.9251,3.71174
25.41,20.4124,120.013,32254.1,45859.3,32254.1,1402.98,49.9987,10,-150.398,50,10,-150,20.2065,119.993,23956.6,22957,23956.6,-702.001,25.4235,17.459,7.96449,18.7,5.00578,13.6942,1533.48,452.82,-1110.13,22913.1,8300.79,2102.26,1040.56,328.547,-91.2152,1095.06,1095,24460.8,139.052,0,-3.01952,0.972725,1.13132,16.1495,0.0865434,-6.68285,-0.0702968,2,49.9251,3.71153
25.42,20.4124,120.013,32254.2,45859.8,32254.2,1401.48,49.9987,10,-150.398,50,10,-150,20.2066,119.993,23959.9,22967.4,23959.9,-702.913,25.4245,17.4602,7.96425,18.6287,5.00974,13.619,1532.47,452.525,-1103.41,22903.2,8297.6,2101.67,1040.49,328.55,-91.281,1095,1094.94,24450.4,139.052,0,-3.01147,0.973526,1.13087,16.1495,0.0865492,-6.68285,-0.0704877,2,49.9252,3.71133
25.43,20.4124,120.013,32254.3,45860.3,32254.3,1399.98,49.9987,10,-150.398,50,10,-150,20.2066,119.993,23963.2,22977.8,23963.2,-703.827,25.4254,17.4614,7.96406,18.5569,5.01367,13.5433,1531.47,452.233,-1096.66,22893.2,8294.42,2101.08,1040.42,328.553,-91.3464,1094.94,1094.88,24440,139.052,0,-3.00335,0.974315,1.13044,16.1495,0.0865553,-6.68285,-0.070678,2,49.9252,3.71112
25.44,20.4124,120.013,32254.4,45860.8,32254.4,1398.47,49.9987,10,-150.398,50,10,-150,20.2067,119.993,23966.5,22988.2,23966.5,-704.741,25.4265,17.4625,7.96393,18.4847,5.01758,13.4671,1530.48,451.943,-1089.88,22883.3,8291.23,2100.49,1040.35,328.556,-91.4114,1094.88,1094.82,24429.6,139.052,0,-2.99517,0.975091,1.13001,16.1495,0.0865617,-6.68285,-0.0708675,2,49.9252,3.71092
25.45,20.4124,120.013,32254.5,45861.3,32254.5,1396.97,49.9987,10,-150.398,50,10,-150,20.2068,119.993,23969.7,22998.6,23969.7,-705.656,25.4275,17.4637,7.96385,18.4121,5.02147,13.3906,1529.5,451.656,-1083.08,22873.4,8288.05,2099.9,1040.28,328.559,-91.4759,1094.82,1094.76,24419.2,139.052,0,-2.98693,0.975856,1.12959,16.1495,0.0865686,-6.68285,-0.0710563,2,49.9252,3.71072
25.46,20.4124,120.013,32254.6,45861.8,32254.6,1395.46,49.9987,10,-150.398,50,10,-150,20.2069,119.993,23973,23009,23973,-706.571,25.4286,17.4648,7.96383,18.3389,5.02533,13.3136,1528.53,451.371,-1076.25,22863.5,8284.86,2099.31,1040.21,328.561,-91.54,1094.76,1094.7,24408.8,139.052,0,-2.97862,0.976609,1.12917,16.1495,0.0865758,-6.68285,-0.0712444,2,49.9252,3.71051
25.47,20.4125,120.013,32254.7,45862.3,32254.7,1393.96,49.9987,10,-150.398,50,10,-150,20.207,119.993,23976.3,23019.4,23976.3,-707.487,25.4298,17.466,7.96387,18.2654,5.02917,13.2362,1527.57,451.089,-1069.4,22853.6,8281.68,2098.72,1040.14,328.564,-91.6036,1094.7,1094.64,24398.4,139.052,0,-2.97026,0.97735,1.12877,16.1495,0.0865834,-6.68285,-0.0714318,2,49.9252,3.71031
25.48,20.4125,120.013,32254.8,45862.8,32254.8,1392.46,49.9987,10,-150.398,50,10,-150,20.2071,119.993,23979.6,23029.8,23979.6,-708.404,25.431,17.4671,7.96396,18.1914,5.03298,13.1584,1526.62,450.809,-1062.52,22843.7,8278.49,2098.14,1040.07,328.566,-91.6668,1094.64,1094.58,24387.9,139.052,0,-2.96182,0.978079,1.12837,16.1495,0.0865914,-6.68285,-0.0716185,2,49.9252,3.7101
25.49,20.4125,120.013,32254.9,45863.3,32254.9,1390.95,49.9987,10,-150.398,50,10,-150,20.2072,119.993,23982.9,23040.2,23982.9,-709.321,25.4323,17.4682,7.96411,18.1169,5.03677,13.0801,1525.69,450.532,-1055.61,22833.8,8275.31,2097.55,1040,328.569,-91.7295,1094.58,1094.52,24377.5,139.052,0,-2.95333,0.978797,1.12798,16.1495,0.0865997,-6.68285,-0.0718044,2,49.9252,3.7099
25.5,20.4125,120.013,32255,45863.8,32255,1389.45,49.9987,10,-150.398,50,10,-150,20.2073,119.993,23986.2,23050.6,23986.2,-710.239,25.4336,17.4693,7.96432,18.042,5.04054,13.0015,1524.77,450.257,-1048.68,22823.9,8272.12,2096.96,1039.93,328.571,-91.7918,1094.52,1094.46,24367.1,139.052,0,-2.94477,0.979503,1.1276,16.1495,0.0866084,-6.68285,-0.0719896,2,49.9252,3.7097
25.51,20.4125,120.013,32255.1,45864.3,32255.1,1387.94,49.9987,10,-150.398,50,10,-150,20.2074,119.993,23989.5,23061,23989.5,-711.158,25.435,17.4704,7.96458,17.9667,5.04428,12.9224,1523.85,449.984,-1041.72,22814,8268.93,2096.38,1039.86,328.573,-91.8537,1094.46,1094.4,24356.7,139.052,0,-2.93615,0.980197,1.12722,16.1495,0.0866175,-6.68285,-0.072174,2,49.9252,3.70949
25.52,20.4125,120.013,32255.2,45864.8,32255.2,1386.44,49.9987,10,-150.398,50,10,-150,20.2075,119.993,23992.7,23071.4,23992.7,-712.077,25.4364,17.4715,7.9649,17.8909,5.048,12.8429,1522.95,449.714,-1034.74,22804.1,8265.75,2095.79,1039.79,328.575,-91.9151,1094.4,1094.34,24346.3,139.052,0,-2.92746,0.980879,1.12686,16.1495,0.0866269,-6.68285,-0.0723577,2,49.9252,3.70929
25.53,20.4125,120.013,32255.3,45865.3,32255.3,1384.94,49.9987,10,-150.398,50,10,-150,20.2076,119.993,23996,23081.8,23996,-712.997,25.4379,17.4726,7.96528,17.8146,5.05169,12.7629,1522.07,449.446,-1027.73,22794.2,8262.56,2095.21,1039.72,328.576,-91.976,1094.34,1094.28,24335.9,139.052,0,-2.91872,0.98155,1.1265,16.1495,0.0866367,-6.68285,-0.0725406,2,49.9251,3.70908
25.54,20.4125,120.013,32255.4,45865.8,32255.4,1383.43,49.9987,10,-150.398,50,10,-150,20.2077,119.993,23999.3,23092.2,23999.3,-713.917,25.4394,17.4737,7.96571,17.7379,5.05535,12.6826,1521.19,449.181,-1020.69,22784.3,8259.38,2094.63,1039.65,328.578,-92.0365,1094.28,1094.22,24325.5,139.052,0,-2.90991,0.982209,1.12615,16.1495,0.0866469,-6.68285,-0.0727228,2,49.9251,3.70888
25.55,20.4125,120.013,32255.5,45866.3,32255.5,1381.93,49.9987,10,-150.398,50,10,-150,20.2078,119.993,24002.6,23102.6,24002.6,-714.838,25.441,17.4748,7.96621,17.6608,5.059,12.6018,1520.32,448.918,-1013.64,22774.4,8256.19,2094.04,1039.58,328.579,-92.0965,1094.22,1094.16,24315.1,139.052,0,-2.90103,0.982857,1.12581,16.1495,0.0866575,-6.68285,-0.0729042,2,49.9251,3.70867
25.56,20.4125,120.013,32255.6,45866.8,32255.6,1380.42,49.9987,10,-150.398,50,10,-150,20.2079,119.993,24005.9,23113,24005.9,-715.759,25.4426,17.4759,7.96675,17.5832,5.06261,12.5206,1519.47,448.658,-1006.55,22764.6,8253.01,2093.46,1039.51,328.581,-92.1561,1094.16,1094.1,24304.7,139.052,0,-2.8921,0.983493,1.12548,16.1495,0.0866684,-6.68285,-0.0730848,2,49.925,3.70847
25.57,20.4125,120.013,32255.7,45867.3,32255.7,1378.92,49.9987,10,-150.398,50,10,-150,20.208,119.993,24009.2,23123.4,24009.2,-716.682,25.4443,17.4769,7.96736,17.5052,5.06621,12.439,1518.62,448.4,-999.443,22754.7,8249.82,2092.88,1039.44,328.582,-92.2152,1094.1,1094.04,24294.3,139.052,0,-2.88309,0.984118,1.12515,16.1495,0.0866796,-6.68285,-0.0732647,2,49.925,3.70827
25.58,20.4125,120.013,32255.8,45867.8,32255.8,1377.42,49.9987,10,-150.398,50,10,-150,20.208,119.993,24012.5,23133.8,24012.5,-717.604,25.446,17.478,7.96803,17.4268,5.06977,12.357,1517.79,448.145,-992.309,22744.8,8246.63,2092.3,1039.37,328.583,-92.2738,1094.04,1093.98,24283.9,139.052,0,-2.87403,0.984732,1.12483,16.1495,0.0866913,-6.68285,-0.0734437,2,49.9249,3.70806
25.59,20.4125,120.013,32255.9,45868.3,32255.9,1375.91,49.9987,10,-150.398,50,10,-150,20.2081,119.993,24015.7,23144.1,24015.7,-718.528,25.4478,17.4791,7.96875,17.3479,5.07331,12.2745,1516.97,447.892,-985.151,22734.9,8243.45,2091.72,1039.31,328.584,-92.332,1093.98,1093.91,24273.5,139.052,0,-2.8649,0.985334,1.12452,16.1495,0.0867033,-6.68285,-0.073622,2,49.9249,3.70786
25.6,20.4125,120.013,32256,45868.8,32256,1374.41,49.9987,10,-150.398,50,10,-150,20.2082,119.993,24019,23154.5,24019,-719.452,25.4496,17.4801,7.96953,17.2685,5.07683,12.1917,1516.16,447.641,-977.967,22725,8240.26,2091.14,1039.24,328.585,-92.3897,1093.91,1093.85,24263.1,139.052,0,-2.85572,0.985925,1.12422,16.1495,0.0867156,-6.68285,-0.0737995,2,49.9248,3.70765
25.61,20.4125,120.013,32256.1,45869.3,32256.1,1372.9,49.9987,10,-150.398,50,10,-150,20.2083,119.993,24022.3,23164.9,24022.3,-720.376,25.4515,17.4812,7.97036,17.1887,5.08032,12.1084,1515.36,447.393,-970.759,22715.1,8237.08,2090.56,1039.17,328.586,-92.447,1093.85,1093.79,24252.7,139.052,0,-2.84646,0.986506,1.12392,16.1495,0.0867283,-6.68285,-0.0739763,2,49.9247,3.70745
25.62,20.4125,120.013,32256.2,45869.8,32256.2,1371.4,49.9987,10,-150.398,50,10,-150,20.2084,119.993,24025.6,23175.3,24025.6,-721.301,25.4534,17.4822,7.97126,17.1085,5.08379,12.0247,1514.58,447.147,-963.527,22705.2,8233.89,2089.98,1039.1,328.587,-92.5037,1093.79,1093.73,24242.3,139.052,0,-2.83715,0.987075,1.12364,16.1495,0.0867414,-6.68285,-0.0741522,2,49.9247,3.70725
25.63,20.4125,120.013,32256.3,45870.3,32256.3,1369.9,49.9987,10,-150.398,50,10,-150,20.2085,119.993,24028.9,23185.7,24028.9,-722.227,25.4554,17.4832,7.97221,17.0278,5.08723,11.9406,1513.8,446.904,-956.27,22695.3,8230.7,2089.4,1039.03,328.587,-92.56,1093.73,1093.67,24231.9,139.052,0,-2.82777,0.987633,1.12336,16.1495,0.0867548,-6.68285,-0.0743273,2,49.9246,3.70704
25.64,20.4125,120.013,32256.4,45870.8,32256.4,1368.39,49.9987,10,-150.398,50,10,-150,20.2086,119.993,24032.2,23196.1,24032.2,-723.153,25.4575,17.4842,7.97322,16.9467,5.09064,11.8561,1513.04,446.663,-948.989,22685.4,8227.52,2088.82,1038.96,328.588,-92.6159,1093.67,1093.61,24221.5,139.052,0,-2.81833,0.98818,1.12309,16.1495,0.0867685,-6.68285,-0.0745016,2,49.9245,3.70684
25.65,20.4125,120.013,32256.5,45871.3,32256.5,1366.89,49.9987,10,-150.398,50,10,-150,20.2087,119.993,24035.5,23206.5,24035.5,-724.08,25.4596,17.4853,7.97429,16.8652,5.09403,11.7712,1512.29,446.425,-941.683,22675.5,8224.33,2088.25,1038.89,328.588,-92.6712,1093.61,1093.55,24211.1,139.052,0,-2.80882,0.988717,1.12282,16.1495,0.0867826,-6.68285,-0.074675,2,49.9244,3.70663
25.66,20.4125,120.013,32256.6,45871.8,32256.6,1365.38,49.9987,10,-150.398,50,10,-150,20.2088,119.993,24038.7,23216.9,24038.7,-725.007,25.4617,17.4863,7.97541,16.7832,5.0974,11.6858,1511.54,446.189,-934.354,22665.6,8221.15,2087.67,1038.83,328.588,-92.7261,1093.55,1093.49,24200.8,139.052,0,-2.79925,0.989242,1.12257,16.1495,0.0867971,-6.68285,-0.0748477,2,49.9243,3.70643
25.67,20.4125,120.013,32256.7,45872.3,32256.7,1363.88,49.9987,10,-150.398,50,10,-150,20.2089,119.993,24042,23227.3,24042,-725.935,25.4639,17.4873,7.9766,16.7008,5.10073,11.6,1510.81,445.956,-927.001,22655.7,8217.96,2087.09,1038.76,328.588,-92.7805,1093.49,1093.43,24190.4,139.052,0,-2.78962,0.989757,1.12232,16.1495,0.0868119,-6.68285,-0.0750195,2,49.9242,3.70622
25.68,20.4125,120.013,32256.8,45872.8,32256.8,1362.38,49.9987,10,-150.398,50,10,-150,20.209,119.993,24045.3,23237.7,24045.3,-726.863,25.4661,17.4883,7.97784,16.6179,5.10404,11.5139,1510.1,445.724,-919.624,22645.9,8214.77,2086.52,1038.69,328.588,-92.8344,1093.43,1093.37,24180,139.052,0,-2.77993,0.990262,1.12207,16.1495,0.0868271,-6.68285,-0.0751905,2,49.9241,3.70602
25.69,20.4126,120.013,32256.9,45873.3,32256.9,1360.87,49.9987,10,-150.398,50,10,-150,20.2091,119.993,24048.6,23248,24048.6,-727.792,25.4684,17.4893,7.97914,16.5346,5.10733,11.4273,1509.39,445.496,-912.223,22636,8211.59,2085.94,1038.62,328.588,-92.8879,1093.37,1093.31,24169.6,139.052,0,-2.77018,0.990755,1.12184,16.1495,0.0868426,-6.68285,-0.0753607,2,49.924,3.70582
25.7,20.4126,120.013,32257,45873.8,32257,1359.37,49.9987,10,-150.398,50,10,-150,20.2092,119.993,24051.9,23258.4,24051.9,-728.721,25.4708,17.4903,7.9805,16.4509,5.11059,11.3403,1508.69,445.27,-904.798,22626.1,8208.4,2085.37,1038.55,328.588,-92.9409,1093.31,1093.25,24159.2,139.052,0,-2.76036,0.991239,1.12161,16.1495,0.0868584,-6.68285,-0.07553,2,49.9239,3.70561
25.71,20.4126,120.013,32257.1,45874.3,32257.1,1357.86,49.9987,10,-150.398,50,10,-150,20.2093,119.993,24055.2,23268.8,24055.2,-729.651,25.4732,17.4913,7.98191,16.3667,5.11382,11.2529,1508.01,445.046,-897.35,22616.2,8205.22,2084.8,1038.48,328.588,-92.9933,1093.25,1093.19,24148.8,139.052,0,-2.75047,0.991712,1.12139,16.1495,0.0868746,-6.68285,-0.0756985,2,49.9238,3.70541
25.72,20.4126,120.013,32257.2,45874.8,32257.2,1356.36,49.9987,10,-150.398,50,10,-150,20.2094,119.993,24058.5,23279.2,24058.5,-730.582,25.4756,17.4922,7.98338,16.2821,5.11703,11.1651,1507.33,444.824,-889.878,22606.3,8202.03,2084.22,1038.42,328.587,-93.0453,1093.19,1093.13,24138.4,139.052,0,-2.74053,0.992175,1.12118,16.1495,0.0868911,-6.68285,-0.0758661,2,49.9236,3.7052
25.73,20.4126,120.013,32257.3,45875.3,32257.3,1354.86,49.9987,10,-150.398,50,10,-150,20.2094,119.993,24061.7,23289.6,24061.7,-731.513,25.4781,17.4932,7.98492,16.1971,5.12021,11.0769,1506.67,444.605,-882.384,22596.4,8198.85,2083.65,1038.35,328.587,-93.0969,1093.13,1093.07,24128,139.052,0,-2.73052,0.992627,1.12098,16.1495,0.086908,-6.68285,-0.0760329,2,49.9235,3.705
25.74,20.4126,120.013,32257.4,45875.8,32257.4,1353.35,49.9987,10,-150.398,50,10,-150,20.2095,119.993,24065,23300,24065,-732.444,25.4807,17.4942,7.98651,16.1116,5.12336,10.9883,1506.02,444.389,-874.866,22586.5,8195.66,2083.08,1038.28,328.586,-93.1479,1093.07,1093.01,24117.6,139.052,0,-2.72045,0.993069,1.12078,16.1495,0.0869252,-6.68285,-0.0761988,2,49.9234,3.70479
25.75,20.4126,120.013,32257.5,45876.3,32257.5,1351.85,49.9987,10,-150.398,50,10,-150,20.2096,119.993,24068.3,23310.3,24068.3,-733.376,25.4833,17.4951,7.98815,16.0257,5.12649,10.8992,1505.38,444.175,-867.324,22576.7,8192.47,2082.51,1038.21,328.585,-93.1984,1093.01,1092.95,24107.2,139.052,0,-2.71032,0.993502,1.12059,16.1495,0.0869427,-6.68285,-0.0763639,2,49.9232,3.70459
25.76,20.4126,120.013,32257.6,45876.8,32257.6,1350.34,49.9987,10,-150.398,50,10,-150,20.2097,119.993,24071.6,23320.7,24071.6,-734.309,25.486,17.4961,7.98986,15.9394,5.12958,10.8098,1504.75,443.963,-859.76,22566.8,8189.29,2081.93,1038.15,328.585,-93.2485,1092.95,1092.89,24096.9,139.052,0,-2.70013,0.993924,1.1204,16.1495,0.0869606,-6.68285,-0.076528,2,49.9231,3.70438
25.77,20.4126,120.013,32257.7,45877.3,32257.7,1348.84,49.9987,10,-150.398,50,10,-150,20.2098,119.993,24074.9,23331.1,24074.9,-735.242,25.4887,17.497,7.99162,15.8526,5.13266,10.72,1504.13,443.754,-852.173,22556.9,8186.1,2081.36,1038.08,328.584,-93.298,1092.89,1092.83,24086.5,139.052,0,-2.68987,0.994336,1.12023,16.1495,0.0869788,-6.68285,-0.0766913,2,49.9229,3.70418
25.78,20.4126,120.013,32257.8,45877.8,32257.8,1347.34,49.9987,10,-150.398,50,10,-150,20.2099,119.993,24078.2,23341.5,24078.2,-736.175,25.4914,17.498,7.99344,15.7654,5.1357,10.6297,1503.52,443.547,-844.563,22547,8182.92,2080.79,1038.01,328.583,-93.3471,1092.83,1092.77,24076.1,139.052,0,-2.67955,0.994739,1.12006,16.1495,0.0869973,-6.68285,-0.0768538,2,49.9228,3.70398
25.79,20.4126,120.013,32257.9,45878.3,32257.9,1345.83,49.9987,10,-150.398,50,10,-150,20.21,119.993,24081.5,23351.9,24081.5,-737.109,25.4942,17.4989,7.99532,15.6778,5.13872,10.5391,1502.93,443.342,-836.931,22537.1,8179.73,2080.22,1037.94,328.582,-93.3956,1092.77,1092.71,24065.7,139.052,0,-2.66917,0.995132,1.1199,16.1495,0.0870162,-6.68285,-0.0770153,2,49.9226,3.70377
25.8,20.4126,120.013,32258,45878.8,32258,1344.33,49.9987,10,-150.398,50,10,-150,20.2101,119.993,24084.7,23362.2,24084.7,-738.043,25.4971,17.4999,7.99725,15.5897,5.14171,10.448,1502.34,443.14,-829.276,22527.3,8176.54,2079.65,1037.87,328.58,-93.4437,1092.71,1092.65,24055.3,139.052,0,-2.65873,0.995515,1.11974,16.1495,0.0870354,-6.68285,-0.077176,2,49.9224,3.70357
25.81,20.4126,120.013,32258.1,45879.3,32258.1,1342.82,49.9987,10,-150.398,50,10,-150,20.2102,119.993,24088,23372.6,24088,-738.978,25.5,17.5008,7.99925,15.5013,5.14468,10.3566,1501.77,442.94,-821.598,22517.4,8173.36,2079.09,1037.81,328.579,-93.4913,1092.65,1092.59,24044.9,139.052,0,-2.64822,0.995889,1.11959,16.1495,0.0870549,-6.68285,-0.0773357,2,49.9223,3.70336
25.82,20.4126,120.013,32258.2,45879.8,32258.2,1341.32,49.9987,10,-150.398,50,10,-150,20.2103,119.993,24091.3,23383,24091.3,-739.914,25.503,17.5017,8.0013,15.4123,5.14762,10.2647,1501.2,442.743,-813.898,22507.5,8170.17,2078.52,1037.74,328.578,-93.5383,1092.59,1092.53,24034.5,139.052,0,-2.63765,0.996253,1.11945,16.1495,0.0870747,-6.68285,-0.0774946,2,49.9221,3.70316
25.83,20.4126,120.013,32258.3,45880.3,32258.3,1339.82,49.9987,10,-150.398,50,10,-150,20.2104,119.993,24094.6,23393.4,24094.6,-740.85,25.506,17.5026,8.00341,15.323,5.15053,10.1725,1500.65,442.548,-806.176,22497.6,8166.99,2077.95,1037.67,328.576,-93.5849,1092.53,1092.47,24024.2,139.052,0,-2.62703,0.996608,1.11932,16.1495,0.0870949,-6.68285,-0.0776525,2,49.9219,3.70295
25.84,20.4126,120.013,32258.4,45880.8,32258.4,1338.31,49.9987,10,-150.398,50,10,-150,20.2105,119.993,24097.9,23403.7,24097.9,-741.786,25.5091,17.5036,8.00557,15.2332,5.15341,10.0798,1500.11,442.355,-798.432,22487.7,8163.8,2077.38,1037.61,328.574,-93.631,1092.47,1092.41,24013.8,139.052,0,-2.61633,0.996954,1.11919,16.1495,0.0871154,-6.68285,-0.0778095,2,49.9217,3.70275
25.85,20.4126,120.013,32258.5,45881.3,32258.5,1336.81,49.9987,10,-150.398,50,10,-150,20.2106,119.993,24101.2,23414.1,24101.2,-742.723,25.5123,17.5045,8.0078,15.143,5.15626,9.98676,1499.58,442.165,-790.666,22477.9,8160.62,2076.82,1037.54,328.573,-93.6765,1092.41,1092.35,24003.4,139.052,0,-2.60558,0.997291,1.11907,16.1495,0.0871362,-6.68285,-0.0779657,2,49.9215,3.70254
