时间 Time(s),目标纬度 t_loc_lat(deg),目标经度 t_loc_lon(deg),目标高度 t_loc_alt(m),目标北向 t_loc_G_N(m),目标天向 t_loc_G_U(m),目标东向 t_loc_G_E(m),目北速反算 t_vel_G_N(m),目天速反算 t_vel_G_U(m),目东速反算 t_vel_G_E(m),目标北速 t_vel_G_N(m),目标天速 t_vel_G_U(m),目标东速 t_vel_G_E(m),导弹纬度 m_loc_lat(deg),导弹经度 m_loc_lon(deg),导弹高度 m_loc_alt(m),导弹北向 m_loc_G_N(m),导弹天向 m_loc_G_U(m),导弹东向 m_loc_G_E(m),俯仰角 m_theta(deg),弹道倾角 m_gamma(deg),攻角 m_alpha(deg),偏航角 m_psi(deg),弹道偏角 m_psis(deg),侧滑角 m_beta(deg),升力 lift_force(N),阻力 drag_force(N),侧力 side_force(N),相对北向 rel_loc_N(m),相对天向 rel_loc_U(m),相对东向 rel_loc_E(m),北向速度 m_vel_N_N(m/s),天向速度 m_vel_N_U(m/s),东向速度 m_vel_N_E(m/s),地系速 m_vel_G_s(m/s),导系速 m_vel_N_s(m/s),弹目距 mt_dist(m),质量 m_mass(kg),推力 m_thrust(N),方向舵 delta_r(deg),升降舵 delta_e(deg),法向过载 overload_N(-),视线角V lambda_v(deg),视线角速V lambda_v_dot(deg/s),视线角H lambda_h(deg),视线角速H lambda_h_dot(deg/s),制导阶段 guidance_phase(-),命中时间 impact_time_est(s),马赫数 m_mach(-)
34.4,20.4165,120,32344,46308.8,32344,50.8881,49.9987,10,-150.402,50,10,-150,20.2883,119.987,26934.5,32059.3,26934.5,-1347.49,28.6611,18.7568,9.90437,-17.8481,2.13209,-19.9802,1463.06,415.086,1237.12,14259.7,5412.85,1397.4,985.336,334.86,-36.6057,1041.38,1041.32,15316.3,139.052,0,3.30686,1.34813,1.05245,16.1495,0.108509,-6.68285,0.0753995,4,50.0579,3.5296
34.41,20.4165,120,32344.1,46309.3,32344.1,49.3841,49.9987,10,-150.402,50,10,-150,20.2884,119.987,26937.8,32069.2,26937.8,-1347.86,28.6697,18.758,9.91171,-17.8481,2.12759,-19.9757,1463.97,415.321,1236.71,14250.3,5409.6,1396.26,985.277,334.863,-36.5262,1041.32,1041.27,15306.4,139.052,0,3.30497,1.347,1.05314,16.1495,0.108575,-6.68285,0.0757959,4,50.0584,3.52941
34.42,20.4165,120,32344.2,46309.8,32344.2,47.8801,49.9987,10,-150.402,50,10,-150,20.2885,119.987,26941.2,32079,26941.2,-1348.22,28.6783,18.7592,9.91912,-17.8481,2.1231,-19.9712,1464.89,415.559,1236.29,14241,5406.35,1395.12,985.218,334.865,-36.4466,1041.27,1041.21,15296.4,139.052,0,3.31198,1.34559,1.05384,16.1495,0.10864,-6.68285,0.0761929,4,50.0589,3.52921
34.43,20.4165,120,32344.3,46310.3,32344.3,46.376,49.9987,10,-150.402,50,10,-150,20.2886,119.987,26944.5,32088.9,26944.5,-1348.59,28.687,18.7604,9.92661,-17.8481,2.1186,-19.9667,1465.82,415.8,1235.88,14231.6,5403.1,1393.99,985.159,334.867,-36.3671,1041.21,1041.15,15286.4,139.052,0,3.31533,1.34429,1.05454,16.1495,0.108705,-6.68285,0.0765905,4,50.0594,3.52902
34.44,20.4165,120,32344.4,46310.8,32344.4,44.872,49.9987,10,-150.402,50,10,-150,20.2887,119.987,26947.9,32098.8,26947.9,-1348.95,28.6958,18.7616,9.93416,-17.8481,2.11411,-19.9622,1466.77,416.044,1235.46,14222.3,5399.85,1392.85,985.1,334.87,-36.2877,1041.15,1041.09,15276.5,139.052,0,3.3206,1.34298,1.05525,16.1495,0.108771,-6.68285,0.0769888,4,50.0599,3.52882
34.45,20.4165,120,32344.5,46311.3,32344.5,43.368,49.9987,10,-150.402,50,10,-150,20.2888,119.987,26951.2,32108.6,26951.2,-1349.31,28.7046,18.7629,9.94178,-17.8481,2.10962,-19.9577,1467.72,416.29,1235.05,14212.9,5396.6,1391.71,985.041,334.872,-36.2083,1041.09,1041.04,15266.5,139.052,0,3.32527,1.3417,1.05597,16.1495,0.108836,-6.68285,0.0773878,4,50.0605,3.52863
34.46,20.4165,120,32344.6,46311.8,32344.6,41.864,49.9987,10,-150.402,50,10,-150,20.2888,119.987,26954.6,32118.5,26954.6,-1349.67,28.7136,18.7641,9.94947,-17.8481,2.10514,-19.9532,1468.68,416.54,1234.63,14203.6,5393.36,1390.57,984.982,334.875,-36.1289,1041.04,1040.98,15256.6,139.052,0,3.33044,1.34042,1.0567,16.1495,0.1089,-6.68285,0.0777874,4,50.061,3.52843
34.47,20.4165,120,32344.7,46312.3,32344.7,40.36,49.9987,10,-150.402,50,10,-150,20.2889,119.987,26957.9,32128.3,26957.9,-1350.03,28.7226,18.7653,9.95723,-17.8481,2.10065,-19.9487,1469.66,416.792,1234.22,14194.2,5390.11,1389.43,984.922,334.878,-36.0495,1040.98,1040.92,15246.6,139.052,0,3.3356,1.33915,1.05744,16.1495,0.108965,-6.68285,0.0781877,4,50.0616,3.52823
34.48,20.4165,120,32344.8,46312.8,32344.8,38.8559,49.9987,10,-150.402,50,10,-150,20.289,119.987,26961.3,32138.1,26961.3,-1350.39,28.7316,18.7666,9.96506,-17.8481,2.09617,-19.9442,1470.64,417.047,1233.8,14184.9,5386.86,1388.29,984.863,334.88,-35.9702,1040.92,1040.86,15236.7,139.052,0,3.34096,1.33788,1.05818,16.1495,0.10903,-6.68285,0.0785886,4,50.0621,3.52804
34.49,20.4165,120,32344.9,46313.3,32344.9,37.3519,49.9987,10,-150.402,50,10,-150,20.2891,119.987,26964.6,32148,26964.6,-1350.75,28.7408,18.7678,9.97295,-17.8481,2.09169,-19.9398,1471.63,417.305,1233.39,14175.5,5383.61,1387.14,984.804,334.883,-35.891,1040.86,1040.8,15226.7,139.052,0,3.3464,1.33661,1.05893,16.1495,0.109094,-6.68285,0.0789902,4,50.0627,3.52784
34.5,20.4165,120,32345,46313.8,32345,35.8479,49.9987,10,-150.402,50,10,-150,20.2892,119.987,26968,32157.8,26968,-1351.11,28.75,18.769,9.98092,-17.8481,2.08721,-19.9353,1472.63,417.566,1232.97,14166.2,5380.36,1386,984.745,334.886,-35.8117,1040.8,1040.75,15216.7,139.052,0,3.35195,1.33534,1.05969,16.1495,0.109159,-6.68285,0.0793924,4,50.0633,3.52764
34.51,20.4165,120,32345.1,46314.3,32345.1,34.3439,49.9987,10,-150.402,50,10,-150,20.2893,119.987,26971.3,32167.7,26971.3,-1351.47,28.7592,18.7703,9.98895,-17.8481,2.08273,-19.9308,1473.64,417.829,1232.56,14156.8,5377.11,1384.86,984.685,334.889,-35.7325,1040.75,1040.69,15206.8,139.052,0,3.3576,1.33407,1.06045,16.1495,0.109223,-6.68285,0.0797953,4,50.0639,3.52745
34.52,20.4165,120,32345.2,46314.8,32345.2,32.8399,49.9987,10,-150.402,50,10,-150,20.2894,119.987,26974.7,32177.5,26974.7,-1351.83,28.7686,18.7715,9.99704,-17.8481,2.07825,-19.9263,1474.67,418.095,1232.15,14147.5,5373.86,1383.71,984.626,334.892,-35.6534,1040.69,1040.63,15196.8,139.052,0,3.36334,1.33279,1.06122,16.1495,0.109287,-6.68285,0.0801989,4,50.0644,3.52725
34.53,20.4165,120,32345.3,46315.3,32345.3,31.3359,49.9987,10,-150.402,50,10,-150,20.2895,119.987,26978,32187.4,26978,-1352.18,28.778,18.7728,10.0052,-17.8481,2.07378,-19.9219,1475.7,418.364,1231.73,14138.1,5370.61,1382.57,984.566,334.895,-35.5743,1040.63,1040.57,15186.9,139.052,0,3.36915,1.33151,1.062,16.1495,0.109351,-6.68285,0.0806032,4,50.065,3.52705
34.54,20.4165,120,32345.4,46315.8,32345.4,29.8318,49.9987,10,-150.402,50,10,-150,20.2896,119.987,26981.4,32197.2,26981.4,-1352.54,28.7875,18.7741,10.0134,-17.8481,2.06931,-19.9174,1476.74,418.636,1231.32,14128.8,5367.37,1381.42,984.507,334.898,-35.4952,1040.57,1040.51,15176.9,139.052,0,3.37504,1.33022,1.06278,16.1495,0.109414,-6.68285,0.0810081,4,50.0656,3.52686
34.55,20.4165,120,32345.5,46316.3,32345.5,28.3278,49.9987,10,-150.402,50,10,-150,20.2896,119.987,26984.7,32207.1,26984.7,-1352.89,28.7971,18.7753,10.0217,-17.8481,2.06484,-19.9129,1477.79,418.911,1230.9,14119.4,5364.12,1380.27,984.447,334.901,-35.4162,1040.51,1040.46,15167,139.052,0,3.38099,1.32892,1.06358,16.1495,0.109478,-6.68285,0.0814136,4,50.0662,3.52666
34.56,20.4165,120,32345.6,46316.8,32345.6,26.8238,49.9987,10,-150.402,50,10,-150,20.2897,119.987,26988.1,32216.9,26988.1,-1353.24,28.8067,18.7766,10.0301,-17.8481,2.06037,-19.9084,1478.85,419.188,1230.49,14110.1,5360.87,1379.12,984.388,334.904,-35.3372,1040.46,1040.4,15157,139.052,0,3.38701,1.32761,1.06437,16.1495,0.109541,-6.68285,0.0818199,4,50.0668,3.52646
34.57,20.4165,120,32345.7,46317.3,32345.7,25.3198,49.9987,10,-150.402,50,10,-150,20.2898,119.987,26991.4,32226.8,26991.4,-1353.6,28.8164,18.7779,10.0385,-17.8481,2.0559,-19.904,1479.91,419.468,1230.08,14100.7,5357.62,1377.98,984.328,334.907,-35.2582,1040.4,1040.34,15147.1,139.052,0,3.39307,1.32629,1.06518,16.1495,0.109604,-6.68285,0.0822268,4,50.0674,3.52627
34.58,20.4165,120,32345.8,46317.8,32345.8,23.8158,49.9987,10,-150.402,50,10,-150,20.2899,119.987,26994.8,32236.6,26994.8,-1353.95,28.8261,18.7791,10.047,-17.8481,2.05143,-19.8995,1480.99,419.75,1229.66,14091.4,5354.37,1376.83,984.268,334.911,-35.1793,1040.34,1040.28,15137.1,139.052,0,3.39919,1.32496,1.06599,16.1495,0.109667,-6.68285,0.0826344,4,50.068,3.52607
34.59,20.4166,120,32345.9,46318.3,32345.9,22.3117,49.9987,10,-150.402,50,10,-150,20.29,119.987,26998.1,32246.4,26998.1,-1354.3,28.836,18.7804,10.0555,-17.8481,2.04697,-19.895,1482.08,420.036,1229.25,14082.1,5351.12,1375.68,984.208,334.914,-35.1004,1040.28,1040.22,15127.2,139.052,0,3.40536,1.32362,1.06681,16.1495,0.10973,-6.68285,0.0830426,4,50.0686,3.52587
34.6,20.4166,120,32346,46318.8,32346,20.8077,49.9987,10,-150.402,50,10,-150,20.2901,119.987,27001.5,32256.3,27001.5,-1354.65,28.8459,18.7817,10.0641,-17.8481,2.04251,-19.8906,1483.17,420.323,1228.84,14072.7,5347.87,1374.53,984.149,334.917,-35.0216,1040.22,1040.17,15117.2,139.052,0,3.41157,1.32226,1.06763,16.1495,0.109792,-6.68285,0.0834516,4,50.0692,3.52568
34.61,20.4166,120,32346.1,46319.3,32346.1,19.3037,49.9987,10,-150.402,50,10,-150,20.2902,119.987,27004.8,32266.1,27004.8,-1355,28.8558,18.783,10.0728,-17.8481,2.03805,-19.8861,1484.28,420.614,1228.42,14063.4,5344.62,1373.37,984.089,334.921,-34.9428,1040.17,1040.11,15107.3,139.052,0,3.41782,1.3209,1.06847,16.1495,0.109855,-6.68285,0.0838612,4,50.0698,3.52548
34.62,20.4166,120,32346.2,46319.8,32346.2,17.7997,49.9987,10,-150.402,50,10,-150,20.2903,119.987,27008.2,32276,27008.2,-1355.35,28.8658,18.7843,10.0816,-17.8481,2.03359,-19.8817,1485.39,420.907,1228.01,14054,5341.37,1372.22,984.029,334.924,-34.864,1040.11,1040.05,15097.3,139.052,0,3.42411,1.31951,1.0693,16.1495,0.109917,-6.68285,0.0842715,4,50.0704,3.52528
34.63,20.4166,120,32346.3,46320.3,32346.3,16.2957,49.9987,10,-150.402,50,10,-150,20.2904,119.987,27011.5,32285.8,27011.5,-1355.7,28.8759,18.7856,10.0904,-17.8481,2.02913,-19.8772,1486.51,421.203,1227.6,14044.7,5338.12,1371.07,983.969,334.928,-34.7853,1040.05,1039.99,15087.4,139.052,0,3.43043,1.31812,1.07015,16.1495,0.109979,-6.68285,0.0846825,4,50.071,3.52509
34.64,20.4166,120,32346.4,46320.8,32346.4,14.7916,49.9987,10,-150.402,50,10,-150,20.2904,119.987,27014.9,32295.6,27014.9,-1356.04,28.8861,18.7869,10.0992,-17.8481,2.02468,-19.8727,1487.64,421.501,1227.19,14035.3,5334.87,1369.91,983.909,334.932,-34.7066,1039.99,1039.93,15077.4,139.052,0,3.43678,1.31671,1.071,16.1495,0.110041,-6.68285,0.0850942,4,50.0716,3.52489
34.65,20.4166,120,32346.5,46321.3,32346.5,13.2876,49.9987,10,-150.402,50,10,-150,20.2905,119.987,27018.2,32305.5,27018.2,-1356.39,28.8963,18.7882,10.1081,-17.8481,2.02023,-19.8683,1488.78,421.802,1226.77,14026,5331.62,1368.76,983.849,334.935,-34.6279,1039.93,1039.87,15067.5,139.052,0,3.44317,1.31529,1.07186,16.1495,0.110102,-6.68285,0.0855065,4,50.0722,3.52469
34.66,20.4166,120,32346.6,46321.8,32346.6,11.7836,49.9987,10,-150.402,50,10,-150,20.2906,119.987,27021.6,32315.3,27021.6,-1356.73,28.9066,18.7895,10.1171,-17.8481,2.01577,-19.8638,1489.93,422.106,1226.36,14016.7,5328.38,1367.6,983.788,334.939,-34.5493,1039.87,1039.82,15057.5,139.052,0,3.44958,1.31385,1.07272,16.1495,0.110164,-6.68285,0.0859195,4,50.0728,3.52449
34.67,20.4166,120,32346.7,46322.3,32346.7,10.2796,49.9987,10,-150.402,50,10,-150,20.2907,119.987,27024.9,32325.2,27024.9,-1357.08,28.9169,18.7908,10.1261,-17.8481,2.01132,-19.8594,1491.08,422.412,1225.95,14007.3,5325.13,1366.45,983.728,334.943,-34.4708,1039.82,1039.76,15047.6,139.052,0,3.45602,1.31239,1.07359,16.1495,0.110225,-6.68285,0.0863333,4,50.0735,3.52429
34.68,20.4166,120,32346.8,46322.8,32346.8,8.77556,49.9987,10,-150.402,50,10,-150,20.2908,119.987,27028.3,32335,27028.3,-1357.42,28.9273,18.7921,10.1352,-17.8481,2.00688,-19.8549,1492.25,422.721,1225.54,13998,5321.88,1365.29,983.668,334.947,-34.3922,1039.76,1039.7,15037.6,139.052,0,3.46249,1.31093,1.07446,16.1495,0.110286,-6.68285,0.0867477,4,50.0741,3.5241
34.69,20.4166,120,32346.9,46323.3,32346.9,7.27154,49.9987,10,-150.402,50,10,-150,20.2909,119.987,27031.6,32344.8,27031.6,-1357.77,28.9378,18.7934,10.1444,-17.8481,2.00243,-19.8505,1493.42,423.032,1225.12,13988.7,5318.63,1364.13,983.608,334.951,-34.3138,1039.7,1039.64,15027.7,139.052,0,3.46898,1.30944,1.07535,16.1495,0.110347,-6.68285,0.0871628,4,50.0747,3.5239
34.7,20.4166,120,32347,46323.8,32347,5.76752,49.9987,10,-150.402,50,10,-150,20.291,119.987,27035,32354.7,27035,-1358.11,28.9484,18.7948,10.1536,-17.8481,1.99799,-19.8461,1494.6,423.346,1224.71,13979.3,5315.38,1362.97,983.547,334.955,-34.2353,1039.64,1039.58,15017.7,139.052,0,3.47549,1.30794,1.07623,16.1495,0.110407,-6.68285,0.0875786,4,50.0753,3.5237
34.71,20.4166,120,32347.1,46324.3,32347.1,4.2635,49.9987,10,-150.402,50,10,-150,20.2911,119.987,27038.3,32364.5,27038.3,-1358.45,28.9589,18.7961,10.1628,-17.8481,1.99355,-19.8416,1495.79,423.662,1224.3,13970,5312.13,1361.81,983.487,334.959,-34.1569,1039.58,1039.52,15007.8,139.052,0,3.48202,1.30643,1.07713,16.1495,0.110468,-6.68285,0.0879951,4,50.0759,3.5235
34.72,20.4166,120,32347.2,46324.8,32347.2,2.75948,49.9987,10,-150.402,50,10,-150,20.2911,119.987,27041.7,32374.3,27041.7,-1358.79,28.9696,18.7974,10.1722,-17.8481,1.98911,-19.8372,1496.98,423.98,1223.89,13960.7,5308.88,1360.65,983.426,334.963,-34.0785,1039.52,1039.47,14997.8,139.052,0,3.48858,1.3049,1.07803,16.1495,0.110528,-6.68285,0.0884123,4,50.0765,3.52331
34.73,20.4166,120,32347.3,46325.3,32347.3,1.25546,49.9987,10,-150.402,50,10,-150,20.2912,119.987,27045,32384.2,27045,-1359.13,28.9803,18.7988,10.1815,-17.8481,1.98467,-19.8327,1498.19,424.301,1223.48,13951.3,5305.63,1359.49,983.366,334.968,-34.0002,1039.47,1039.41,14987.9,139.052,0,3.49515,1.30336,1.07893,16.1495,0.110588,-6.68285,0.0888302,4,50.0772,3.52311
34.74,20.4166,120,32347.4,46325.8,32347.4,-0.248565,49.9987,10,-150.402,50,10,-150,20.2913,119.987,27048.4,32394,27048.4,-1359.47,28.9911,18.8001,10.191,-17.8481,1.98023,-19.8283,1499.4,424.625,1223.07,13942,5302.38,1358.33,983.305,334.972,-33.9219,1039.41,1039.35,14978,139.052,0,3.50175,1.3018,1.07984,16.1495,0.110647,-6.68285,0.0892488,4,50.0778,3.52291
34.75,20.4166,120,32347.5,46326.3,32347.5,-1.75258,49.9987,10,-150.402,50,10,-150,20.2914,119.987,27051.7,32403.8,27051.7,-1359.81,29.0019,18.8015,10.2004,-17.8481,1.9758,-19.8239,1500.62,424.951,1222.66,13932.7,5299.13,1357.17,983.245,334.976,-33.8436,1039.35,1039.29,14968,139.052,0,3.50836,1.30022,1.08076,16.1495,0.110707,-6.68285,0.0896681,4,50.0784,3.52271
34.76,20.4166,120,32347.6,46326.8,32347.6,-3.25661,49.9987,10,-150.402,50,10,-150,20.2915,119.987,27055.1,32413.7,27055.1,-1360.15,29.0128,18.8028,10.21,-18.0267,1.97136,-19.998,1501.85,425.279,1222.24,13923.3,5295.88,1356,983.184,334.981,-33.7655,1039.29,1039.23,14958.1,139.052,0,3.51499,1.29863,1.08116,16.1495,0.110766,-6.68285,0.0900881,4,50.079,3.52251
34.77,20.4166,120,32347.7,46327.3,32347.7,-4.76063,49.9987,10,-150.402,50,10,-150,20.2916,119.987,27058.4,32423.5,27058.4,-1360.48,29.0238,18.8042,10.2196,-18.0267,1.96694,-19.9936,1503.08,425.61,1232.84,13914,5292.63,1354.84,983.123,334.986,-33.6867,1039.23,1039.17,14948.1,139.052,0,3.52132,1.29703,1.0816,16.1495,0.110824,-6.68285,0.0905084,4,50.0796,3.52231
34.78,20.4166,120,32347.8,46327.8,32347.8,-6.26465,49.9987,10,-150.402,50,10,-150,20.2917,119.987,27061.8,32433.3,27061.8,-1360.82,29.0348,18.8056,10.2292,-18.0267,1.96247,-19.9891,1504.32,425.943,1232.43,13904.7,5289.38,1353.67,983.062,334.99,-33.6079,1039.17,1039.11,14938.2,139.052,0,3.58813,1.29952,1.08253,16.1495,0.110883,-6.68285,0.0909322,4,50.0801,3.52212
34.79,20.4166,120,32347.9,46328.3,32347.9,-7.76867,49.9987,10,-150.402,50,10,-150,20.2918,119.987,27065.1,32443.2,27065.1,-1361.15,29.0458,18.807,10.2389,-18.0267,1.958,-19.9847,1505.57,426.278,1232.02,13895.3,5286.13,1352.51,983.001,334.995,-33.5291,1039.11,1039.06,14928.2,139.052,0,3.56434,1.30024,1.08347,16.1495,0.110941,-6.68285,0.0913567,4,50.0806,3.52192
34.8,20.4166,120,32348,46328.8,32348,-9.27269,49.9987,10,-150.402,50,10,-150,20.2919,119.987,27068.5,32453,27068.5,-1361.49,29.057,18.8083,10.2486,-18.0267,1.95354,-19.9802,1506.83,426.615,1231.6,13886,5282.88,1351.34,982.94,335,-33.4504,1039.06,1039,14918.3,139.052,0,3.58137,1.29733,1.08441,16.1495,0.110998,-6.68285,0.091782,4,50.0811,3.52172
34.81,20.4167,120,32348.1,46329.3,32348.1,-10.7767,49.9987,10,-150.402,50,10,-150,20.2919,119.987,27071.8,32462.8,27071.8,-1361.82,29.0682,18.8097,10.2584,-18.0267,1.94908,-19.9757,1508.09,426.955,1231.19,13876.7,5279.63,1350.17,982.879,335.005,-33.3717,1039,1038.94,14908.4,139.052,0,3.58055,1.2955,1.08536,16.1495,0.111056,-6.68285,0.092208,4,50.0817,3.52152
34.82,20.4167,120,32348.2,46329.8,32348.2,-12.2807,49.9987,10,-150.402,50,10,-150,20.292,119.987,27075.2,32472.6,27075.2,-1362.16,29.0794,18.8111,10.2683,-18.0267,1.94462,-19.9713,1509.36,427.298,1230.77,13867.3,5276.38,1349,982.818,335.01,-33.293,1038.94,1038.88,14898.4,139.052,0,3.58803,1.2934,1.08631,16.1495,0.111113,-6.68285,0.0926347,4,50.0822,3.52132
34.83,20.4167,120,32348.3,46330.3,32348.3,-13.7847,49.9987,10,-150.402,50,10,-150,20.2921,119.987,27078.5,32482.5,27078.5,-1362.49,29.0907,18.8125,10.2782,-18.0267,1.94016,-19.9668,1510.64,427.642,1230.36,13858,5273.13,1347.84,982.757,335.015,-33.2144,1038.88,1038.82,14888.5,139.052,0,3.5921,1.29141,1.08727,16.1495,0.11117,-6.68285,0.0930621,4,50.0828,3.52112
34.84,20.4167,120,32348.4,46330.8,32348.4,-15.2888,49.9987,10,-150.402,50,10,-150,20.2922,119.987,27081.9,32492.3,27081.9,-1362.82,29.102,18.8139,10.2881,-18.0267,1.9357,-19.9624,1511.92,427.989,1229.95,13848.7,5269.88,1346.67,982.696,335.021,-33.1359,1038.82,1038.76,14878.5,139.052,0,3.59796,1.28942,1.08824,16.1495,0.111227,-6.68285,0.0934902,4,50.0834,3.52092
34.85,20.4167,120,32348.5,46331.3,32348.5,-16.7928,49.9987,10,-150.402,50,10,-150,20.2923,119.987,27085.2,32502.1,27085.2,-1363.15,29.1134,18.8153,10.2981,-18.0267,1.93124,-19.9579,1513.22,428.338,1229.53,13839.4,5266.63,1345.5,982.635,335.026,-33.0573,1038.76,1038.7,14868.6,139.052,0,3.60327,1.28745,1.08921,16.1495,0.111283,-6.68285,0.093919,4,50.0839,3.52073
34.86,20.4167,120,32348.6,46331.8,32348.6,-18.2968,49.9987,10,-150.402,50,10,-150,20.2924,119.987,27088.6,32512,27088.6,-1363.48,29.1249,18.8167,10.3081,-18.0267,1.92679,-19.9534,1514.51,428.689,1229.12,13830,5263.38,1344.32,982.573,335.031,-32.9788,1038.7,1038.65,14858.7,139.052,0,3.60905,1.28549,1.09018,16.1495,0.111339,-6.68285,0.0943486,4,50.0845,3.52053
34.87,20.4167,120,32348.7,46332.3,32348.7,-19.8008,49.9987,10,-150.402,50,10,-150,20.2925,119.987,27091.9,32521.8,27091.9,-1363.81,29.1364,18.8182,10.3182,-18.0267,1.92234,-19.949,1515.82,429.043,1228.71,13820.7,5260.13,1343.15,982.512,335.037,-32.9004,1038.65,1038.59,14848.7,139.052,0,3.61481,1.28354,1.09116,16.1495,0.111395,-6.68285,0.0947789,4,50.0851,3.52033
34.88,20.4167,120,32348.8,46332.8,32348.8,-21.3049,49.9987,10,-150.402,50,10,-150,20.2926,119.987,27095.3,32531.6,27095.3,-1364.14,29.148,18.8196,10.3284,-18.0267,1.91789,-19.9445,1517.13,429.399,1228.29,13811.4,5256.88,1341.98,982.451,335.042,-32.822,1038.59,1038.53,14838.8,139.052,0,3.62077,1.2816,1.09215,16.1495,0.111451,-6.68285,0.09521,4,50.0857,3.52013
34.89,20.4167,120,32348.9,46333.3,32348.9,-22.8089,49.9987,10,-150.402,50,10,-150,20.2927,119.987,27098.6,32541.4,27098.6,-1364.46,29.1596,18.821,10.3386,-18.0267,1.91344,-19.9401,1518.45,429.757,1227.88,13802.1,5253.63,1340.8,982.389,335.048,-32.7436,1038.53,1038.47,14828.9,139.052,0,3.6268,1.27966,1.09314,16.1495,0.111506,-6.68285,0.0956417,4,50.0864,3.51993
34.9,20.4167,120,32349,46333.8,32349,-24.3129,49.9987,10,-150.402,50,10,-150,20.2927,119.987,27102,32551.2,27102,-1364.79,29.1712,18.8224,10.3488,-18.0267,1.909,-19.9356,1519.78,430.117,1227.47,13792.7,5250.38,1339.63,982.328,335.054,-32.6653,1038.47,1038.41,14818.9,139.052,0,3.63295,1.27773,1.09413,16.1495,0.111561,-6.68285,0.0960742,4,50.087,3.51973
34.91,20.4167,120,32349.1,46334.3,32349.1,-25.8169,49.9987,10,-150.402,50,10,-150,20.2928,119.987,27105.3,32561.1,27105.3,-1365.12,29.1829,18.8239,10.3591,-18.0267,1.90455,-19.9312,1521.11,430.479,1227.05,13783.4,5247.13,1338.46,982.266,335.059,-32.587,1038.41,1038.35,14809,139.052,0,3.63918,1.2758,1.09513,16.1495,0.111616,-6.68285,0.0965074,4,50.0876,3.51953
34.92,20.4167,120,32349.2,46334.8,32349.2,-27.3209,49.9987,10,-150.402,50,10,-150,20.2929,119.987,27108.7,32570.9,27108.7,-1365.44,29.1947,18.8253,10.3694,-18.0267,1.90011,-19.9268,1522.44,430.843,1226.64,13774.1,5243.88,1337.28,982.204,335.065,-32.5088,1038.35,1038.29,14799.1,139.052,0,3.64549,1.27386,1.09613,16.1495,0.111671,-6.68285,0.0969414,4,50.0882,3.51933
34.93,20.4167,120,32349.3,46335.3,32349.3,-28.825,49.9987,10,-150.402,50,10,-150,20.293,119.987,27112,32580.7,27112,-1365.77,29.2065,18.8268,10.3798,-18.0267,1.89567,-19.9223,1523.79,431.21,1226.23,13764.8,5240.63,1336.1,982.143,335.071,-32.4306,1038.29,1038.23,14789.1,139.052,0,3.65188,1.27193,1.09714,16.1495,0.111725,-6.68285,0.0973761,4,50.0888,3.51913
34.94,20.4167,120,32349.4,46335.8,32349.4,-30.329,49.9987,10,-150.402,50,10,-150,20.2931,119.987,27115.4,32590.5,27115.4,-1366.09,29.2184,18.8282,10.3902,-18.0267,1.89123,-19.9179,1525.14,431.578,1225.82,13755.4,5237.37,1334.92,982.081,335.077,-32.3524,1038.23,1038.17,14779.2,139.052,0,3.65835,1.26999,1.09816,16.1495,0.111779,-6.68285,0.0978116,4,50.0895,3.51893
34.95,20.4167,120,32349.5,46336.3,32349.5,-31.833,49.9987,10,-150.402,50,10,-150,20.2932,119.987,27118.7,32600.4,27118.7,-1366.41,29.2303,18.8297,10.4006,-18.0267,1.8868,-19.9134,1526.49,431.949,1225.4,13746.1,5234.12,1333.75,982.019,335.083,-32.2743,1038.17,1038.12,14769.2,139.052,0,3.66487,1.26804,1.09917,16.1495,0.111833,-6.68285,0.0982477,4,50.0901,3.51873
34.96,20.4167,120,32349.6,46336.8,32349.6,-33.337,49.9987,10,-150.402,50,10,-150,20.2933,119.987,27122.1,32610.2,27122.1,-1366.73,29.2423,18.8312,10.4111,-18.0267,1.88236,-19.909,1527.86,432.322,1224.99,13736.8,5230.87,1332.57,981.957,335.089,-32.1962,1038.12,1038.06,14759.3,139.052,0,3.67145,1.26609,1.10019,16.1495,0.111886,-6.68285,0.0986847,4,50.0907,3.51853
34.97,20.4167,120,32349.7,46337.3,32349.7,-34.841,49.9987,10,-150.402,50,10,-150,20.2934,119.987,27125.4,32620,27125.4,-1367.05,29.2543,18.8326,10.4216,-18.0267,1.87793,-19.9046,1529.22,432.696,1224.58,13727.5,5227.62,1331.39,981.895,335.096,-32.1182,1038.06,1038,14749.4,139.052,0,3.67809,1.26414,1.10122,16.1495,0.111939,-6.68285,0.0991223,4,50.0914,3.51833
34.98,20.4167,120,32349.8,46337.8,32349.8,-36.3451,49.9987,10,-150.402,50,10,-150,20.2934,119.987,27128.8,32629.8,27128.8,-1367.38,29.2663,18.8341,10.4322,-18.0267,1.8735,-19.9002,1530.6,433.073,1224.17,13718.2,5224.37,1330.21,981.833,335.102,-32.0402,1038,1037.94,14739.5,139.052,0,3.68477,1.26218,1.10225,16.1495,0.111992,-6.68285,0.0995608,4,50.092,3.51813
